epoch,cost
1,1357
2,1375.88
3,1341.19
4,1274.09
5,1274.09
6,1274.09
7,1274.09
8,1274.09
9,1274.09
10,1274.09
11,1274.09
12,1274.09
13,1274.09
14,1274.09
15,1274.09
16,1274.09
17,1274.09
18,1274.09
19,1274.09
20,1274.09
21,1274.09
22,1275.78
23,1275.78
24,1275.78
25,1275.78
26,1275.78
27,1275.78
28,1275.78
29,1272.78
30,1272.78
31,1272.78
32,1252.96
33,1252.96
34,1227.91
35,1227.91
36,1227.91
37,1227.91
38,1227.91
39,1227.91
40,1212.19
41,1212.19
42,1212.19
43,1212.19
44,1212.19
45,1212.19
46,1132.2
47,1132.2
48,1132.2
49,1132.2
50,1132.2
51,1182.9
52,1182.9
53,1182.9
54,1182.9
55,1182.9
56,1205.2
57,1195.55
58,1195.55
59,1195.55
60,1195.55
61,1145.17
62,1145.17
63,1145.17
64,1145.17
65,1142.59
66,1142.59
67,1142.59
68,1142.59
69,1221.66
70,1221.66
71,1221.66
72,1221.66
73,1205.2
74,1205.2
75,1205.2
76,1157.52
77,1157.52
78,1157.52
79,1157.52
80,1159.87
81,1159.87
82,1159.87
83,1205.2
84,1205.2
85,1205.2
86,1158.73
87,1158.73
88,1158.73
89,1177.61
90,1177.61
91,1177.61
92,1200.21
93,1200.21
94,1182.9
95,1182.9
96,1182.9
97,1220.12
98,1220.12
99,1220.12
100,1217.39
101,1217.39
102,1185.06
103,1185.06
104,1185.06
105,1241.26
106,1241.26
107,1185.58
108,1185.58
109,1185.58
110,1192.77
111,1192.77
112,1201.17
113,1201.17
114,1190.7
115,1190.7
116,1190.7
117,1193.93
118,1193.93
119,1155.58
120,1155.58
121,1203.59
122,1203.59
123,1199.07
124,1199.07
125,1156.91
126,1156.91
127,1220.66
128,1220.66
129,1159.24
130,1159.24
131,1203.31
132,1203.31
133,1198.71
134,1198.71
135,1174.71
136,1174.71
137,1200.59
138,1200.59
139,1191.36
140,1191.36
141,1205.2
142,1174.71
143,1174.71
144,1180.87
145,1180.87
146,1186.2
147,1186.2
148,1199.19
149,1199.19
150,1175.34
151,1178.5
152,1178.5
153,1215.88
154,1215.88
155,1196.86
156,1103.25
157,1103.25
158,1195.89
159,1195.89
160,1192.59
161,1150.17
162,1150.17
163,1195.3
164,1168.26
165,1168.26
166,1121.08
167,1121.15
168,1121.15
169,1170.37
170,1191.88
171,1191.88
172,1170.37
173,1175.12
174,1175.12
175,1130.07
176,1185.58
177,1185.58
178,1181.32
179,1165.61
180,1165.61
181,1137.67
182,1211.29
183,1211.29
184,1156.51
185,1144.5
186,1153.39
187,1153.39
188,1195.45
189,1191.97
190,1189.47
191,1189.47
192,1190.84
193,1177.29
194,1205.2
195,1205.2
196,1195.96
197,1171.66
198,1145.33
199,1145.33
200,1176.24
201,1181.03
202,1165.61
203,1196.03
204,1196.03
205,1172.89
206,1182.3
207,1142.32
208,1176.4
209,1176.4
210,1158.17
211,1186.05
212,1142.59
213,1154.85
214,1202.5
215,1202.5
216,1189.25
217,1091.74
218,1116.83
219,1168.97
220,1200.18
221,1200.18
222,1186.03
223,1191.98
224,1165.04
225,1138.62
226,1142.59
227,1189.67
228,1183.72
229,1183.72
230,1129.1
231,1183.72
232,1154.55
233,1179.74
234,1207.41
235,1155.65
236,1157.79
237,1168.14
238,1154.85
239,1184.43
240,1125.52
241,1204.52
242,1204.52
243,1119.82
244,1177.2
245,1132.2
246,1178.82
247,1180.98
248,1142.59
249,1082.9
250,1133.84
251,1177.11
252,1164.02
253,1129.1
254,1153.82
255,1116.83
256,1112.7
257,1188.2
258,1145.13
259,1193.57
260,1164.35
261,1145.74
262,1156.12
263,1169.89
264,1044.57
265,1132.2
266,1121.96
267,1129.04
268,1123.28
269,1138.25
270,1184.75
271,1186.06
272,1173.69
273,1157.79
274,1170.24
275,1161.07
276,1152.55
277,1185.59
278,1171.91
279,1129.04
280,1190.45
281,1106.1
282,1169.89
283,1183.51
284,1194.9
285,1111
286,1194.33
287,1116.83
288,1146.74
289,1170.31
290,1156.19
291,1167.4
292,1193.37
293,1133.84
294,1138.62
295,1186.06
296,1186.78
297,1174.9
298,1157.52
299,1101.37
300,1153.52
301,1155.65
