epoch,cost
1,1319.78
2,1323.19
3,1306.58
4,1306.58
5,1302.32
6,1299.52
7,1280.9
8,1266.8
9,1266.8
10,1259.23
11,1259.23
12,1255.22
13,1237.38
14,1237.38
15,1234.9
16,1234.9
17,1223.31
18,1223.31
19,1223.31
20,1223.31
21,1223.31
22,1223.31
23,1223.31
24,1223.31
25,1223.31
26,1223.31
27,1223.31
28,1223.31
29,1223.31
30,1223.31
31,1223.31
32,1223.31
33,1223.31
34,1223.31
35,1223.31
36,1223.31
37,1223.31
38,1223.31
39,1223.31
40,1223.31
41,1223.31
42,1223.31
43,1223.31
44,1223.31
45,1223.31
46,1223.31
47,1223.31
48,1223.31
49,1223.31
50,1223.31
51,1223.31
52,1223.31
53,1223.31
54,1223.31
55,1223.31
56,1223.31
57,1223.31
58,1223.31
59,1223.31
60,1223.31
61,1223.31
62,1223.31
63,1223.31
64,1223.31
65,1223.31
66,1223.31
67,1223.31
68,1223.31
69,1223.31
70,1223.31
71,1223.31
72,1223.31
73,1223.31
74,1223.31
75,1223.31
76,1223.31
77,1223.31
78,1223.31
79,1223.31
80,1223.31
81,1223.31
82,1223.31
83,1223.31
84,1223.31
85,1223.31
86,1223.31
87,1223.31
88,1223.31
89,1223.31
90,1223.31
91,1223.31
92,1223.31
93,1223.31
94,1223.31
95,1223.31
96,1223.31
97,1223.31
98,1223.31
99,1223.31
100,1223.31
101,1223.31
102,1223.31
103,1223.31
104,1223.31
105,1223.31
106,1223.31
107,1223.31
108,1223.31
109,1223.31
110,1223.31
111,1223.31
112,1223.31
113,1223.31
114,1223.31
115,1223.31
116,1223.31
117,1223.31
118,1223.31
119,1223.31
120,1223.31
121,1223.31
122,1223.31
123,1223.31
124,1223.31
125,1223.31
126,1223.31
127,1223.31
128,1223.31
129,1223.31
130,1223.31
131,1223.31
132,1223.31
133,1223.31
134,1223.31
135,1223.31
136,1223.31
137,1223.31
138,1223.31
139,1223.31
140,1223.31
141,1223.31
142,1223.31
143,1223.31
144,1223.31
145,1223.31
146,1223.31
147,1223.31
148,1223.31
149,1223.31
150,1223.31
151,1223.31
152,1223.31
153,1223.31
154,1223.31
155,1223.31
156,1223.31
157,1223.31
158,1223.31
159,1223.31
160,1223.31
161,1223.31
162,1223.31
163,1223.31
164,1223.31
165,1223.31
166,1223.31
167,1223.31
168,1223.31
169,1223.31
170,1223.31
171,1223.31
172,1223.31
173,1223.31
174,1223.31
175,1223.31
176,1223.31
177,1223.31
178,1223.31
179,1223.31
180,1223.31
181,1223.31
182,1223.31
183,1223.31
184,1223.31
185,1223.31
186,1223.31
187,1223.31
188,1223.31
189,1223.31
190,1223.31
191,1223.31
192,1223.31
193,1223.31
194,1223.31
195,1223.31
196,1223.31
197,1223.31
198,1223.31
199,1223.31
200,1223.31
201,1223.31
202,1223.31
203,1223.31
204,1223.31
205,1223.31
206,1223.31
207,1223.31
208,1223.31
209,1223.31
210,1223.31
211,1223.31
212,1223.31
213,1223.31
214,1223.31
215,1223.31
216,1223.31
217,1223.31
218,1223.31
219,1223.31
220,1223.31
221,1223.31
222,1223.31
223,1223.31
224,1223.31
225,1223.31
226,1223.31
227,1223.31
228,1223.31
229,1223.31
230,1223.31
231,1223.31
232,1223.31
233,1223.31
234,1223.31
235,1223.31
236,1223.31
237,1223.31
238,1223.31
239,1223.31
240,1223.31
241,1223.31
242,1223.31
243,1223.31
244,1223.31
245,1223.31
246,1223.31
247,1223.31
248,1223.31
249,1223.31
250,1223.31
251,1223.31
252,1223.31
253,1223.31
254,1223.31
255,1223.31
256,1223.31
257,1223.31
258,1223.31
259,1223.31
260,1223.31
261,1223.31
262,1223.31
263,1223.31
264,1223.31
265,1223.31
266,1223.31
267,1223.31
268,1223.31
269,1223.31
270,1223.31
271,1223.31
272,1223.31
273,1223.31
274,1223.31
275,1223.31
276,1223.31
277,1223.31
278,1223.31
279,1223.31
280,1223.31
281,1223.31
282,1223.31
283,1223.31
284,1223.31
285,1223.31
286,1223.31
287,1223.31
288,1223.31
289,1223.31
290,1223.31
291,1223.31
292,1223.31
293,1223.31
294,1223.31
295,1223.31
296,1223.31
297,1223.31
298,1223.31
299,1223.31
300,1223.31
301,1223.31
302,1223.31
303,1223.31
304,1223.31
305,1223.31
306,1223.31
307,1223.31
308,1223.31
309,1223.31
310,1223.31
311,1223.31
312,1223.31
313,1223.31
314,1223.31
315,1223.31
316,1223.31
317,1223.31
318,1223.31
319,1223.31
320,1223.31
321,1223.31
322,1223.31
323,1223.31
324,1223.31
325,1223.31
326,1223.31
327,1223.31
328,1223.31
329,1223.31
330,1223.31
331,1223.31
332,1223.31
333,1223.31
334,1223.31
335,1223.31
336,1223.31
337,1223.31
338,1223.31
339,1223.31
340,1223.31
341,1223.31
342,1223.31
343,1223.31
344,1223.31
345,1223.31
346,1223.31
347,1223.31
348,1223.31
349,1223.31
350,1223.31
351,1223.31
352,1223.31
353,1223.31
354,1223.31
355,1223.31
356,1223.31
357,1223.31
358,1223.31
359,1223.31
360,1223.31
361,1223.31
362,1223.31
363,1223.31
364,1223.31
365,1223.31
366,1223.31
367,1223.31
368,1223.31
369,1223.31
370,1223.31
371,1223.31
372,1223.31
373,1223.31
374,1223.31
375,1223.31
376,1223.31
377,1223.31
378,1223.31
379,1223.31
380,1223.31
381,1223.31
382,1223.31
383,1223.31
384,1223.31
385,1223.31
386,1223.31
387,1223.31
388,1223.31
389,1223.31
390,1223.31
391,1223.31
392,1223.31
393,1223.31
394,1223.31
395,1223.31
396,1223.31
397,1223.31
398,1223.31
399,1223.31
400,1223.31
401,1223.31
402,1223.31
403,1223.31
404,1223.31
405,1223.31
406,1223.31
407,1223.31
408,1223.31
409,1223.31
410,1223.31
411,1223.31
412,1223.31
413,1223.31
414,1223.31
415,1223.31
416,1223.31
417,1223.31
418,1223.31
419,1223.31
420,1223.31
421,1223.31
422,1223.31
423,1223.31
424,1223.31
425,1223.31
426,1223.31
427,1223.31
428,1223.31
429,1223.31
430,1223.31
431,1223.31
432,1223.31
433,1223.31
434,1223.31
435,1223.31
436,1223.31
437,1223.31
438,1223.31
439,1223.31
440,1223.31
441,1223.31
442,1223.31
443,1223.31
444,1223.31
445,1223.31
446,1223.31
447,1223.31
448,1223.31
449,1223.31
450,1223.31
451,1223.31
452,1223.31
453,1223.31
454,1223.31
455,1223.31
456,1223.31
457,1223.31
458,1223.31
459,1223.31
460,1223.31
461,1223.31
462,1223.31
463,1223.31
464,1223.31
465,1223.31
466,1223.31
467,1223.31
468,1223.31
469,1223.31
470,1223.31
471,1223.31
472,1223.31
473,1223.31
474,1223.31
475,1223.31
476,1223.31
477,1223.31
478,1223.31
479,1223.31
480,1223.31
481,1223.31
482,1223.31
483,1223.31
484,1223.31
485,1223.31
486,1223.31
487,1223.31
488,1223.31
489,1223.31
490,1223.31
491,1223.31
492,1223.31
493,1223.31
494,1223.31
495,1223.31
496,1223.31
497,1223.31
498,1223.31
499,1223.31
500,1223.31
501,1223.31
502,1223.31
503,1223.31
504,1223.31
505,1223.31
506,1223.31
507,1223.31
508,1223.31
509,1223.31
510,1223.31
511,1223.31
512,1223.31
513,1223.31
514,1223.31
515,1223.31
516,1223.31
517,1223.31
518,1223.31
519,1223.31
520,1223.31
521,1223.31
522,1223.31
523,1223.31
524,1223.31
525,1223.31
526,1223.31
527,1223.31
528,1223.31
529,1223.31
530,1223.31
531,1223.31
532,1223.31
533,1223.31
534,1223.31
535,1223.31
536,1223.31
537,1223.31
538,1223.31
539,1223.31
540,1223.31
541,1223.31
542,1223.31
543,1223.31
544,1223.31
545,1223.31
546,1223.31
547,1223.31
