epoch,cost
1,1354.5
2,1354.5
3,1335.36
4,1326.28
5,1326.08
6,1290.65
7,1290.65
8,1281.5
9,1150.6
10,1123.81
11,1123.81
12,1123.81
13,1123.81
14,1123.81
15,1123.81
16,1123.81
17,1123.81
18,1123.81
19,1123.81
20,1123.81
21,1123.81
22,1123.81
23,1123.81
24,1123.81
25,1123.81
26,1123.81
27,1123.81
28,1123.81
29,1123.81
30,1123.81
31,1123.81
32,1123.81
33,1123.81
34,1123.81
35,1123.81
36,1123.81
37,1114.72
38,1114.72
39,1114.72
40,1114.72
41,1113.02
42,1113.02
43,1113.02
44,1113.02
45,1113.02
46,1113.02
47,1113.02
48,1113.02
49,1113.02
50,1113.02
51,1113.02
52,1113.02
53,1113.02
54,1113.02
55,1113.02
56,1113.02
57,1113.02
58,1113.02
59,1113.02
60,1113.02
61,1113.02
62,1113.02
63,1113.02
64,1113.02
65,1113.02
66,1113.02
67,1113.02
68,1113.02
69,1113.02
70,1113.02
71,1113.02
72,1113.02
73,1113.02
74,1113.02
75,1113.02
76,1113.02
77,1113.02
78,1113.02
79,1113.02
80,1113.02
81,1113.02
82,1113.02
83,1113.02
84,1113.02
85,1113.02
86,1113.02
87,1113.02
88,1113.02
89,1113.02
90,1113.02
91,1113.02
92,1113.02
93,1113.02
94,1113.02
95,1113.02
96,1113.02
97,1112.92
98,1112.92
99,1112.92
100,1112.92
101,1110.16
102,1110.16
103,1110.16
104,1110.16
105,1110.16
106,1110.16
107,1110.16
108,1110.16
109,1110.16
110,1110.16
111,1110.16
112,1110.16
113,1110.16
114,1110.16
115,1110.16
116,1110.16
117,1110.16
118,1110.16
119,1110.16
120,1110.16
121,1110.16
122,1110.16
123,1110.16
124,1110.16
125,1110.16
126,1110.16
127,1110.16
128,1110.16
129,1110.16
130,1110.16
131,1110.16
132,1110.16
133,1110.16
134,1110.16
135,1110.16
136,1110.16
137,1110.16
138,1110.16
139,1110.16
140,1110.16
141,1110.16
142,1110.16
143,1110.16
144,1110.16
145,1110.16
146,1110.16
147,1110.16
148,1110.16
149,1110.16
150,1110.16
151,1110.16
152,1110.16
153,1110.16
154,1110.16
155,1110.16
156,1110.16
157,1110.16
158,1110.16
159,1110.16
160,1110.16
161,1110.16
162,1110.16
163,1110.16
164,1110.16
165,1110.16
166,1110.16
167,1110.16
168,1110.16
169,1110.16
170,1110.16
171,1110.16
172,1110.16
173,1110.16
174,1110.16
175,1110.16
176,1110.16
177,1110.16
178,1110.16
179,1110.16
180,1110.16
181,1110.16
182,1110.16
183,1110.16
184,1110.16
185,1110.16
186,1110.16
187,1110.16
188,1110.16
189,1110.16
190,1110.16
191,1110.16
192,1110.16
193,1110.16
194,1110.16
195,1110.16
196,1110.16
197,1110.16
198,1110.16
199,1110.16
200,1110.16
201,1110.16
202,1110.16
203,1110.16
204,1110.16
205,1110.16
206,1110.16
207,1110.16
208,1110.16
209,1110.16
210,1110.16
211,1110.16
212,1110.16
213,1110.16
214,1110.16
215,1110.16
216,1110.16
217,1110.16
218,1110.16
219,1110.16
220,1110.16
221,1110.16
222,1110.16
223,1110.16
224,1110.16
225,1110.16
226,1110.16
227,1110.16
228,1110.16
229,1110.16
230,1110.16
231,1110.16
232,1110.16
233,1110.16
234,1110.16
235,1110.16
236,1110.16
237,1110.16
238,1110.16
239,1110.16
240,1110.16
241,1110.16
242,1110.16
243,1110.16
244,1110.16
245,1110.16
246,1110.16
247,1110.16
248,1110.16
249,1110.16
250,1110.16
251,1110.16
252,1110.16
253,1110.16
254,1110.16
255,1110.16
256,1110.16
257,1110.16
258,1110.16
259,1110.16
260,1110.16
261,1110.16
262,1110.16
263,1110.16
264,1110.16
265,1110.16
266,1110.16
267,1110.16
268,1110.16
269,1110.16
270,1110.16
271,1110.16
272,1110.16
273,1110.16
274,1110.16
275,1110.16
276,1110.16
277,1110.16
278,1110.16
279,1110.16
280,1110.16
281,1110.16
282,1110.16
283,1110.16
284,1110.16
285,1110.16
286,1110.16
287,1110.16
288,1110.16
289,1110.16
290,1110.16
291,1110.16
292,1110.16
293,1110.16
294,1110.16
295,1110.16
296,1110.16
297,1110.16
298,1110.16
299,1110.16
300,1110.16
301,1110.16
