epoch,cost
1,1426.27
2,1356.32
3,1314.3
4,1347.95
5,1276.58
6,1253.63
7,1212.77
8,1215.77
9,1160.97
10,1170.29
11,1170.77
12,1159.86
13,1121.57
14,1121.28
15,1065.74
16,1065.48
17,1042.19
18,1038.97
19,1016.59
20,1016.59
21,1011.42
22,981.132
23,963.687
24,932.904
25,991.492
26,972.396
27,927.939
28,927.542
29,925.623
30,917.35
31,873.857
32,943.344
33,927.241
34,928.406
35,868.274
36,919.08
37,899.817
38,893.342
39,907.802
40,886.379
41,884.098
42,884.098
43,898.644
44,857.285
45,847.626
46,854.247
47,850.454
48,861.302
49,898.581
50,891.579
51,839.88
52,841.551
53,856.099
54,885.786
55,874.566
56,874.193
57,855.527
58,887.411
59,843.382
60,886.147
61,863.455
62,863.455
63,863.705
64,869.387
65,833.029
66,826.894
67,822.32
68,816.328
69,807.232
70,823.179
71,823.179
72,781.95
73,786.66
74,859.9
75,797.311
76,823.07
77,796.662
78,796.662
79,791.537
80,807.542
81,807.542
82,877.481
83,845.523
84,823.088
85,805.888
86,808.403
87,801.082
88,808.981
89,819.146
90,812.542
91,898.125
92,896.285
93,884.687
94,880.727
95,863.429
96,869.362
97,869.923
98,860.617
99,860.617
100,860.617
101,806.411
102,808.211
103,804.169
104,803.357
105,807.921
106,809.387
107,799.945
108,799.945
109,780.846
110,821.001
111,775.138
112,774.707
113,822.465
114,819.983
115,797.584
116,848.993
117,758.324
118,816.335
119,779.241
120,757.351
121,748.79
122,759.99
123,785.221
124,785.221
125,785.221
126,785.221
127,765.116
128,763.331
129,770.178
130,763.331
131,851.811
132,830.173
133,790.752
134,792.077
135,859.098
136,842.192
137,791.717
138,785.588
139,823.763
140,823.763
141,823.763
142,796.766
143,771.103
144,766.882
145,766.882
146,766.882
147,766.882
148,762.021
149,762.021
150,762.021
151,762.021
152,762.021
153,762.021
154,757.58
155,757.58
156,757.58
157,757.58
158,757.58
159,757.58
160,757.58
161,757.58
162,757.58
163,757.58
164,757.58
165,757.58
166,757.58
167,757.58
168,757.58
169,757.58
170,757.58
171,757.58
172,757.58
173,757.58
174,748.258
175,748.258
176,748.258
177,748.258
178,748.258
179,748.258
180,748.258
181,748.258
182,748.258
183,748.258
184,745.122
185,745.122
186,745.122
187,745.122
188,745.122
189,745.122
190,745.122
191,745.122
192,743.373
193,743.373
194,743.373
195,743.373
196,743.373
197,743.373
198,743.373
199,743.373
200,743.373
201,743.373
202,743.373
203,743.373
204,743.373
205,743.373
206,743.373
207,743.373
208,743.373
209,743.373
210,743.373
211,739.879
212,739.879
213,739.879
214,739.879
215,739.879
216,739.879
217,739.879
218,739.879
219,739.879
220,739.879
221,739.879
222,739.879
223,739.879
224,739.879
225,739.879
226,739.879
227,739.879
228,739.879
229,739.879
230,739.879
231,739.879
232,739.879
233,739.879
234,739.879
235,739.879
236,739.879
237,739.879
238,739.879
239,739.879
240,739.879
241,739.879
242,739.879
243,739.879
244,739.879
245,739.879
246,739.879
247,739.879
248,739.879
249,739.879
250,739.879
251,739.879
252,739.879
253,739.879
254,739.879
255,739.879
256,739.879
257,739.879
258,739.879
259,739.879
260,739.879
261,739.879
262,739.879
263,739.879
264,739.879
265,739.879
266,739.879
