epoch,cost
1,1398.43
2,1380.46
3,1380.46
4,1396.37
5,1390.63
6,1289.45
7,1289.45
8,1289.45
9,1289.45
10,1284.25
11,1278.21
12,1210.08
13,1210.08
14,1210.08
15,1210.08
16,1210.08
17,1153.19
18,1153.19
19,1153.19
20,1153.19
21,1153.19
22,1153.19
23,1153.19
24,1153.19
25,1153.19
26,1153.19
27,1153.19
28,1153.19
29,1153.19
30,1153.19
31,1153.19
32,1153.19
33,1153.19
34,1153.19
35,1153.19
36,1153.19
37,1153.19
38,1153.19
39,1153.19
40,1153.19
41,1153.19
42,1153.19
43,1153.19
44,1153.19
45,1153.19
46,1153.19
47,1153.19
48,1153.19
49,1153.19
50,1153.19
51,1153.19
52,1153.19
53,1153.19
54,1153.19
55,1153.19
56,1153.19
57,1153.19
58,1153.19
59,1153.19
60,1153.19
61,1153.19
62,1153.19
63,1153.19
64,1153.19
65,1153.19
66,1153.19
67,1153.19
68,1153.19
69,1153.19
70,1153.19
71,1153.19
72,1153.19
73,1153.19
74,1153.19
75,1153.19
76,1153.19
77,1153.19
78,1153.19
79,1153.19
80,1153.19
81,1153.19
82,1153.19
83,1153.19
84,1153.19
85,1153.19
86,1153.19
87,1153.19
88,1153.19
89,1153.19
90,1153.19
91,1153.19
92,1153.19
93,1153.19
94,1153.19
95,1153.19
96,1153.19
97,1153.19
98,1153.19
99,1153.19
100,1153.19
101,1153.19
102,1153.19
103,1153.19
104,1153.19
105,1153.19
106,1153.19
107,1153.19
108,1153.19
109,1153.19
110,1153.19
111,1153.19
112,1153.19
113,1153.19
114,1153.19
115,1153.19
116,1153.19
117,1153.19
118,1153.19
119,1153.19
120,1153.19
121,1153.19
122,1153.19
123,1153.19
124,1153.19
125,1153.19
126,1153.19
127,1153.19
128,1153.19
129,1153.19
130,1153.19
131,1153.19
132,1153.19
133,1153.19
134,1153.19
135,1153.19
136,1153.19
137,1153.19
138,1153.19
139,1153.19
140,1153.19
141,1153.19
142,1153.19
143,1153.19
144,1153.19
145,1153.19
146,1153.19
147,1153.19
148,1153.19
149,1153.19
150,1153.19
151,1153.19
152,1153.19
153,1153.19
154,1153.19
155,1153.19
156,1153.19
157,1153.19
158,1153.19
159,1153.19
160,1153.19
161,1153.19
162,1153.19
163,1153.19
164,1153.19
165,1153.19
166,1153.19
167,1153.19
168,1153.19
169,1153.19
170,1153.19
171,1153.19
172,1153.19
173,1153.19
174,1153.19
175,1153.19
176,1153.19
177,1153.19
178,1153.19
179,1153.19
180,1153.19
181,1153.19
182,1153.19
183,1153.19
184,1153.19
185,1153.19
186,1153.19
187,1153.19
188,1153.19
189,1153.19
190,1153.19
191,1153.19
192,1153.19
193,1153.19
194,1153.19
195,1153.19
196,1153.19
197,1153.19
198,1153.19
199,1153.19
200,1153.19
201,1153.19
202,1153.19
203,1153.19
204,1153.19
205,1153.19
206,1153.19
207,1153.19
208,1153.19
209,1153.19
210,1153.19
211,1153.19
212,1153.19
213,1153.19
214,1153.19
215,1153.19
216,1153.19
217,1153.19
218,1153.19
219,1153.19
220,1153.19
221,1153.19
222,1153.19
223,1153.19
224,1153.19
225,1153.19
226,1153.19
227,1153.19
228,1153.19
229,1153.19
230,1153.19
231,1153.19
232,1170.21
233,1170.21
234,1170.21
235,1170.21
236,1170.21
237,1170.21
238,1170.21
239,1170.21
240,1170.21
241,1170.21
242,1170.21
243,1170.21
244,1170.21
245,1170.21
246,1170.21
247,1170.21
248,1170.21
249,1170.21
250,1170.21
251,1170.21
252,1170.21
253,1170.21
254,1170.21
255,1170.21
256,1170.21
257,1170.21
258,1170.21
259,1170.21
260,1170.21
261,1170.21
262,1170.21
263,1170.21
264,1170.21
265,1170.21
266,1170.21
267,1170.21
268,1170.21
269,1170.21
270,1170.21
271,1170.21
272,1170.21
273,1170.21
274,1170.21
